interaction_id,user_id,product_id,event_type,timestamp,affinity_score,long_horizon_signal,long_horizon_observed_date,days_since_last_purchase_at_time
43,3,33,view,2025-03-28 00:00:55,-0.7047,,,-1
44,3,143,view,2025-06-19 00:00:55,-1.3032,,,-1
45,3,143,click,2025-06-19 00:29:22,-1.3032,,,-1
46,3,294,view,2025-07-17 00:00:46,-2.7087,,,-1
47,3,135,view,2025-08-24 00:00:16,-2.9449,,,-1
48,3,9,view,2025-08-26 00:00:08,-2.4674,,,-1
49,3,80,view,2025-08-27 00:00:06,-1.8863,,,-1
50,3,182,view,2025-09-01 00:00:11,1.3721,,,-1
51,3,182,click,2025-09-01 00:25:57,1.3721,,,-1
52,3,276,view,2025-11-02 00:00:10,-2.636,,,-1
53,3,254,view,2025-12-01 00:00:26,-1.2008,,,-1
54,3,198,view,2026-02-10 00:00:52,-1.4661,,,-1
55,3,292,view,2026-03-12 00:00:29,-1.281,,,-1
56,3,6,view,2026-05-27 00:00:01,2.6005,,,-1
57,3,245,view,2026-05-30 00:00:38,0.1563,,,-1
58,3,260,view,2026-07-02 00:00:07,1.3936,,,-1
59,4,258,view,2026-06-08 00:00:24,0.6336,,,-1
60,4,202,view,2026-06-10 00:00:15,0.7825,,,-1
61,4,214,view,2026-06-11 00:00:33,1.2194,,,-1
62,4,281,view,2026-06-15 00:00:03,-0.6852,,,-1
63,4,37,view,2026-06-15 00:00:28,1.1915,,,-1
64,4,37,click,2026-06-15 00:11:13,1.1915,,,-1
65,4,254,view,2026-06-25 00:00:41,-0.6356,,,-1
66,4,176,view,2026-06-26 00:00:00,1.1636,,,-1
67,4,80,view,2026-06-30 00:00:24,1.4161,,,-1
68,4,248,view,2026-07-05 00:00:32,-0.1225,,,-1
69,5,218,view,2026-05-31 00:00:07,0.9166,,,-1
70,5,268,view,2026-06-05 00:00:13,1.9538,,,-1
71,5,8,view,2026-06-07 00:00:55,-2.0064,,,-1
72,5,25,view,2026-06-08 00:00:58,1.6554,,,-1
73,5,207,view,2026-06-10 00:00:46,1.7938,,,-1
74,5,207,click,2026-06-10 00:23:55,1.7938,,,-1
75,5,207,cart,2026-06-10 00:52:31,1.7938,,,-1
76,5,138,view,2026-06-12 00:00:29,-2.6382,,,-1
77,5,184,view,2026-06-12 00:00:37,-1.2413,,,-1
78,5,198,view,2026-06-13 00:00:53,0.1778,,,-1
79,5,248,view,2026-06-20 00:00:33,-3.0489,,,-1
80,5,186,view,2026-06-25 00:00:54,-0.2985,,,-1
81,5,190,view,2026-06-26 00:00:25,-0.2405,,,-1
82,5,142,view,2026-06-26 00:00:52,-0.3687,,,-1
83,5,208,view,2026-06-26 00:00:56,1.0854,,,-1
84,5,273,view,2026-06-27 00:00:37,-0.1264,,,-1
85,5,2,view,2026-07-03 00:00:22,-0.2555,,,-1
86,5,83,view,2026-07-03 00:00:39,-1.5814,,,-1
87,5,105,view,2026-07-04 00:00:02,1.3092,,,-1
88,5,24,view,2026-07-06 00:00:57,-1.7841,,,-1
89,6,22,view,2026-01-11 00:00:13,-0.5724,,,-1
90,6,282,view,2026-01-14 00:00:57,1.8517,,,-1
91,6,282,click,2026-01-14 00:28:23,1.8517,,,-1
92,6,282,cart,2026-01-14 00:41:18,1.8517,,,-1
93,6,135,view,2026-01-19 00:00:57,1.8985,,,-1
94,6,135,click,2026-01-19 00:08:47,1.8985,,,-1
95,6,135,cart,2026-01-19 01:45:45,1.8985,,,-1
96,6,264,view,2026-01-21 00:00:09,-0.2957,,,-1
97,6,229,view,2026-01-22 00:00:42,-0.8159,,,-1
98,6,255,view,2026-02-07 00:00:01,0.5827,,,-1
99,6,252,view,2026-02-08 00:00:08,0.1538,,,-1
100,6,13,view,2026-02-12 00:00:16,-0.3589,,,-1
101,6,18,view,2026-02-24 00:00:43,-0.0701,,,-1
102,6,45,view,2026-03-08 00:00:03,1.5056,,,-1
103,6,45,cart,2026-03-08 00:10:01,1.5056,,,-1
104,6,45,click,2026-03-08 00:17:46,1.5056,,,-1
105,6,273,view,2026-04-13 00:00:35,0.9592,,,-1
106,6,64,view,2026-04-22 00:00:49,-0.9711,,,-1
107,6,69,view,2026-04-23 00:00:06,0.4353,,,-1
108,6,164,view,2026-04-23 00:00:26,0.4168,,,-1
109,6,289,view,2026-04-24 00:00:08,1.8586,,,-1
110,6,147,view,2026-05-03 00:00:44,-0.8059,,,-1
111,6,29,view,2026-05-05 00:00:05,0.34,,,-1
112,6,66,view,2026-05-10 00:00:49,0.5322,,,-1
113,6,287,view,2026-05-12 00:00:02,-0.4379,,,-1
114,6,31,view,2026-06-19 00:00:55,-0.1804,,,-1
115,6,1,view,2026-06-23 00:00:56,1.1673,,,-1
116,6,1,click,2026-06-23 00:04:02,1.1673,,,-1
117,6,108,view,2026-06-29 00:00:01,1.0284,,,-1
118,6,161,view,2026-07-03 00:00:56,-0.2682,,,-1
119,7,164,view,2025-06-09 00:00:03,1.4079,,,-1
120,7,167,view,2025-06-23 00:00:59,2.1007,,,-1
121,7,167,click,2025-06-23 00:08:55,2.1007,,,-1
122,7,281,view,2025-08-22 00:00:33,1.7811,,,-1
123,7,140,view,2025-09-04 00:00:57,0.1032,,,-1
124,7,221,view,2025-09-23 00:00:23,-0.2818,,,-1
125,7,255,view,2025-11-18 00:00:06,0.5284,,,-1
126,7,251,view,2025-12-02 00:00:57,0.489,,,-1
127,7,271,view,2025-12-26 00:00:55,0.1537,,,-1
128,7,260,view,2026-01-01 00:00:18,0.9342,,,-1
129,7,113,view,2026-01-30 00:00:43,1.798,,,-1
130,7,248,view,2026-04-13 00:00:30,1.8386,,,-1
131,7,248,click,2026-04-13 00:02:22,1.8386,,,-1
132,7,149,view,2026-04-23 00:00:00,-0.8229,,,-1
133,7,292,view,2026-04-24 00:00:43,1.3421,,,-1
134,7,123,view,2026-05-11 00:00:45,-1.4229,,,-1
135,7,209,view,2026-05-20 00:00:40,1.0367,,,-1
136,7,287,view,2026-06-12 00:00:39,1.1939,,,-1
137,8,202,view,2025-03-28 00:00:23,1.1021,,,-1
138,8,65,view,2025-03-30 00:00:47,0.7734,,,-1
139,8,244,view,2025-04-13 00:00:48,0.4707,,,-1
140,8,142,view,2025-04-29 00:00:10,1.2465,,,-1
141,8,41,view,2025-07-09 00:00:56,0.868,,,-1
142,8,82,view,2025-08-17 00:00:16,-0.1492,,,-1
143,8,258,view,2025-09-24 00:00:15,-1.0815,,,-1
144,8,94,view,2025-10-24 00:00:42,-0.3163,,,-1
145,8,263,view,2025-11-10 00:00:07,-1.5218,,,-1
146,8,263,click,2025-11-10 00:17:46,-1.5218,,,-1
147,8,300,view,2025-12-28 00:00:51,1.5561,,,-1
148,8,76,view,2026-01-02 00:00:05,1.6968,,,-1
149,8,76,click,2026-01-02 00:24:41,1.6968,,,-1
150,8,14,view,2026-03-26 00:00:53,-0.3414,,,-1
151,8,217,view,2026-04-22 00:00:49,2.2143,,,-1
152,8,216,view,2026-06-19 00:00:28,-0.9436,,,-1
153,9,163,view,2025-07-07 00:00:48,2.1527,,,-1
154,9,163,click,2025-07-07 00:12:45,2.1527,,,-1
155,9,163,cart,2025-07-07 01:45:00,2.1527,,,-1
156,9,66,view,2025-07-09 00:00:20,1.4082,,,-1
157,9,254,view,2025-08-03 00:00:00,0.0948,,,-1
158,9,51,view,2025-08-06 00:00:35,2.6301,,,-1
159,9,189,view,2025-08-11 00:00:12,-1.1537,,,-1
160,9,81,view,2025-08-19 00:00:05,1.8348,,,-1
161,9,34,view,2025-08-24 00:00:00,-0.523,,,-1
162,9,187,view,2025-08-28 00:00:20,-1.2676,,,-1
163,9,93,view,2025-09-21 00:00:43,-1.6921,,,-1
164,9,40,view,2025-10-18 00:00:50,0.3912,,,-1
165,9,276,view,2025-11-02 00:00:02,3.62,,,-1
166,9,294,view,2025-11-10 00:00:36,4.0124,,,-1
167,9,294,click,2025-11-10 00:08:38,4.0124,,,-1
168,9,294,cart,2025-11-10 01:21:03,4.0124,,,-1
169,9,294,purchase,2025-11-11 22:14:47,4.0124,1.0,2025-12-22,-1
170,9,112,view,2025-12-14 00:00:11,0.5425,,,32
171,9,130,view,2026-01-02 00:00:02,-2.6075,,,51
172,9,132,view,2026-01-12 00:00:04,2.9804,,,61
173,9,132,click,2026-01-12 00:01:46,2.9804,,,61
174,9,22,view,2026-01-18 00:00:46,-0.8557,,,67
175,9,142,view,2026-03-27 00:00:44,1.7811,,,135
176,9,226,view,2026-04-12 00:00:13,-0.8165,,,151
177,9,89,view,2026-05-04 00:00:14,2.3128,,,173
178,9,262,view,2026-05-26 00:00:35,-2.9292,,,195
179,9,265,view,2026-05-30 00:00:28,-1.2602,,,199
180,9,267,view,2026-06-07 00:00:58,-0.3988,,,207
181,10,177,view,2025-08-25 00:00:03,-0.2578,,,-1
182,10,177,click,2025-08-25 00:17:25,-0.2578,,,-1
183,10,128,view,2025-09-13 00:00:18,-0.3432,,,-1
184,10,239,view,2025-09-13 00:00:51,-0.76,,,-1
185,10,86,view,2025-09-22 00:00:20,-0.1954,,,-1
186,10,121,view,2025-10-24 00:00:50,1.7798,,,-1
187,10,151,view,2025-11-10 00:00:36,-0.3049,,,-1
188,10,278,view,2025-11-19 00:00:59,0.9489,,,-1
189,10,253,view,2025-11-24 00:00:35,-0.1184,,,-1
190,10,10,view,2025-12-16 00:00:15,2.1608,,,-1
191,10,90,view,2025-12-16 00:00:21,1.6831,,,-1
192,10,235,view,2026-01-12 00:00:52,1.0242,,,-1
193,10,172,view,2026-01-14 00:00:31,0.0445,,,-1
194,10,268,view,2026-01-14 00:00:50,-1.6527,,,-1
195,10,122,view,2026-01-15 00:00:13,0.0497,,,-1
196,10,38,view,2026-02-08 00:00:52,0.6203,,,-1
197,10,279,view,2026-02-18 00:00:36,-0.5667,,,-1
198,10,130,view,2026-02-18 00:00:49,-0.7955,,,-1
199,10,236,view,2026-03-01 00:00:33,-0.8681,,,-1
200,10,260,view,2026-03-21 00:00:51,-1.6566,,,-1
201,10,70,view,2026-03-26 00:00:16,0.0614,,,-1
202,10,275,view,2026-04-05 00:00:19,0.7999,,,-1
203,10,275,click,2026-04-05 00:23:20,0.7999,,,-1
204,10,33,view,2026-04-09 00:00:34,1.79,,,-1
205,10,166,view,2026-04-10 00:00:31,-0.2817,,,-1
206,10,166,click,2026-04-10 00:07:51,-0.2817,,,-1
207,10,293,view,2026-04-26 00:00:06,-0.044,,,-1
208,11,93,view,2025-02-11 00:00:01,-0.5453,,,-1
209,11,129,view,2025-03-24 00:00:20,-0.6228,,,-1
210,11,100,view,2025-05-28 00:00:12,0.2985,,,-1
211,11,212,view,2025-05-29 00:00:56,0.5209,,,-1
212,11,37,view,2025-06-10 00:00:39,-1.0313,,,-1
213,11,14,view,2025-07-08 00:00:43,-0.9484,,,-1
214,11,151,view,2025-07-16 00:00:47,1.7268,,,-1
215,11,94,view,2025-08-23 00:00:48,0.8784,,,-1
216,11,238,view,2025-09-29 00:00:50,-1.0497,,,-1
217,11,207,view,2025-10-22 00:00:36,0.4248,,,-1
218,11,209,view,2025-12-15 00:00:01,0.3563,,,-1
219,11,52,view,2026-01-14 00:00:46,1.3456,,,-1
220,11,60,view,2026-04-26 00:00:56,-0.2439,,,-1
221,11,131,view,2026-05-10 00:00:49,-0.0456,,,-1
222,11,8,view,2026-05-15 00:00:55,0.4676,,,-1
223,11,276,view,2026-06-07 00:00:35,2.396,,,-1
224,12,293,view,2026-04-15 00:00:08,1.0124,,,-1
225,12,176,view,2026-04-20 00:00:39,0.5071,,,-1
226,12,278,view,2026-04-24 00:00:41,2.2405,,,-1
227,12,278,click,2026-04-24 00:20:54,2.2405,,,-1
228,12,278,cart,2026-04-24 01:07:11,2.2405,,,-1
229,12,245,view,2026-04-27 00:00:08,-1.6897,,,-1
230,12,213,view,2026-05-01 00:00:11,-0.7321,,,-1
231,12,51,view,2026-05-23 00:00:33,0.8911,,,-1
232,12,179,view,2026-05-24 00:00:36,0.0303,,,-1
233,12,235,view,2026-05-26 00:00:20,-1.3385,,,-1
234,12,156,view,2026-05-31 00:00:00,1.1979,,,-1
235,12,175,view,2026-06-02 00:00:44,-0.9618,,,-1
236,12,166,view,2026-06-09 00:00:13,1.5498,,,-1
237,12,166,click,2026-06-09 00:15:09,1.5498,,,-1
238,12,90,view,2026-06-10 00:00:10,2.4658,,,-1
239,12,201,view,2026-06-14 00:00:37,-0.2128,,,-1
240,12,30,view,2026-06-16 00:00:26,0.3307,,,-1
241,13,57,view,2025-02-08 00:00:03,0.9094,,,-1
242,13,49,view,2025-02-08 00:00:58,-0.4262,,,-1
243,13,147,view,2025-02-17 00:00:44,1.0648,,,-1
244,13,147,click,2025-02-17 00:01:18,1.0648,,,-1
245,13,147,cart,2025-02-17 01:41:41,1.0648,,,-1
246,13,228,view,2025-02-24 00:00:38,0.6151,,,-1
247,13,137,view,2025-03-03 00:00:01,-0.4198,,,-1
248,13,131,view,2025-04-23 00:00:25,0.4683,,,-1
249,13,215,view,2025-05-18 00:00:54,1.2669,,,-1
250,13,260,view,2025-05-26 00:00:17,1.622,,,-1
251,13,242,view,2025-08-07 00:00:51,1.5782,,,-1
252,13,242,click,2025-08-07 00:14:12,1.5782,,,-1
253,13,79,view,2025-09-28 00:00:38,0.1425,,,-1
254,13,78,view,2025-12-17 00:00:45,3.1721,,,-1
255,13,78,click,2025-12-17 00:24:46,3.1721,,,-1
256,13,78,cart,2025-12-17 01:08:34,3.1721,,,-1
257,13,78,purchase,2025-12-17 21:21:09,3.1721,0.9617,2026-01-18,-1
258,13,168,view,2026-03-24 00:00:09,1.1235,,,96
259,13,77,view,2026-06-08 00:00:32,-0.5744,,,172
260,14,111,view,2026-01-13 00:00:24,0.9786,,,-1
261,14,231,view,2026-01-23 00:00:58,0.3914,,,-1
262,14,231,click,2026-01-23 00:04:11,0.3914,,,-1
263,14,161,view,2026-01-25 00:00:55,0.7951,,,-1
264,14,211,view,2026-01-28 00:00:18,-0.8541,,,-1
265,14,283,view,2026-01-30 00:00:49,-1.9479,,,-1
266,14,81,view,2026-03-12 00:00:02,1.3257,,,-1
267,14,95,view,2026-03-12 00:00:42,-0.5561,,,-1
268,14,196,view,2026-03-24 00:00:31,2.2632,,,-1
269,14,234,view,2026-04-05 00:00:14,-0.0221,,,-1
270,14,173,view,2026-04-09 00:00:42,-1.8522,,,-1
271,14,246,view,2026-04-11 00:00:12,-1.4015,,,-1
272,14,222,view,2026-04-22 00:00:47,0.0026,,,-1
273,14,222,click,2026-04-22 00:28:39,0.0026,,,-1
274,14,216,view,2026-05-16 00:00:49,2.5286,,,-1
275,14,266,view,2026-06-03 00:00:41,0.8649,,,-1
276,14,297,view,2026-06-10 00:00:03,-0.035,,,-1
277,14,194,view,2026-06-11 00:00:42,-0.6163,,,-1
278,14,299,view,2026-07-05 00:00:04,0.3204,,,-1
279,15,180,view,2026-02-11 00:00:56,1.8928,,,-1
280,15,230,view,2026-02-13 00:00:43,0.8085,,,-1
281,15,29,view,2026-03-07 00:00:23,0.8677,,,-1
282,15,29,click,2026-03-07 00:08:41,0.8677,,,-1
283,15,191,view,2026-03-10 00:00:46,0.105,,,-1
284,15,124,view,2026-03-18 00:00:32,0.6104,,,-1
285,15,248,view,2026-03-27 00:00:29,1.032,,,-1
286,15,176,view,2026-04-14 00:00:39,0.7691,,,-1
287,15,229,view,2026-04-21 00:00:06,-1.7353,,,-1
288,15,212,view,2026-04-26 00:00:43,-0.2721,,,-1
289,15,205,view,2026-06-01 00:00:30,1.124,,,-1
290,15,219,view,2026-06-05 00:00:02,-0.4335,,,-1
291,15,93,view,2026-06-10 00:00:59,-0.0281,,,-1
292,15,190,view,2026-06-20 00:00:21,0.0399,,,-1
293,15,271,view,2026-06-23 00:00:48,2.1206,,,-1
294,15,271,click,2026-06-23 00:26:13,2.1206,,,-1
295,15,272,view,2026-06-24 00:00:29,-0.1347,,,-1
296,16,230,view,2024-09-20 00:00:36,0.1277,,,-1
297,16,150,view,2024-09-25 00:00:22,0.9974,,,-1
298,16,174,view,2024-10-19 00:00:05,0.5925,,,-1
299,16,221,view,2024-12-21 00:00:59,0.249,,,-1
300,16,221,click,2024-12-21 00:28:18,0.249,,,-1
301,16,161,view,2024-12-27 00:00:49,1.2797,,,-1
302,16,294,view,2025-01-14 00:00:06,-2.1987,,,-1
303,16,50,view,2025-01-31 00:00:10,0.5242,,,-1
304,16,249,view,2025-01-31 00:00:14,-0.0687,,,-1
305,16,37,view,2025-02-24 00:00:48,1.7452,,,-1
306,16,37,click,2025-02-24 00:10:47,1.7452,,,-1
307,16,99,view,2025-05-13 00:00:39,-0.3117,,,-1
308,16,281,view,2025-05-23 00:00:45,2.7283,,,-1
309,16,36,view,2025-06-08 00:00:21,-0.252,,,-1
310,16,48,view,2025-06-10 00:00:58,0.8275,,,-1
311,16,79,view,2025-08-13 00:00:28,1.3541,,,-1
312,16,148,view,2025-09-30 00:00:37,2.5432,,,-1
313,16,148,click,2025-09-30 00:10:29,2.5432,,,-1
314,16,252,view,2025-12-16 00:00:47,-0.3346,,,-1
315,16,215,view,2025-12-20 00:00:17,-2.5551,,,-1
316,16,229,view,2025-12-25 00:00:44,0.3573,,,-1
317,16,258,view,2026-04-02 00:00:57,1.3459,,,-1
318,16,258,click,2026-04-02 00:02:19,1.3459,,,-1
319,16,258,cart,2026-04-02 01:11:45,1.3459,,,-1
320,16,191,view,2026-04-19 00:00:25,0.1185,,,-1
321,16,197,view,2026-05-06 00:00:45,0.7559,,,-1
322,16,152,view,2026-06-01 00:00:46,1.8524,,,-1
323,16,152,click,2026-06-01 00:18:00,1.8524,,,-1
324,16,107,view,2026-06-02 00:00:47,1.1763,,,-1
325,17,10,view,2025-05-31 00:00:48,-0.5511,,,-1
326,17,124,view,2025-07-01 00:00:42,-0.0253,,,-1
327,17,267,view,2025-08-23 00:00:16,-0.274,,,-1
328,17,187,view,2025-10-07 00:00:05,0.5701,,,-1
329,17,187,click,2025-10-07 00:21:36,0.5701,,,-1
330,17,160,view,2025-11-01 00:00:00,0.2602,,,-1
331,17,92,view,2026-01-16 00:00:26,1.9363,,,-1
332,17,92,click,2026-01-16 00:26:35,1.9363,,,-1
333,17,92,cart,2026-01-16 00:46:47,1.9363,,,-1
334,17,149,view,2026-01-25 00:00:45,1.4255,,,-1
335,17,5,view,2026-02-03 00:00:33,-0.1021,,,-1
336,17,164,view,2026-03-04 00:00:14,0.2575,,,-1
337,17,235,view,2026-03-17 00:00:51,0.96,,,-1
338,17,121,view,2026-03-24 00:00:42,0.0781,,,-1
339,17,192,view,2026-04-26 00:00:35,0.9756,,,-1
340,17,239,view,2026-05-08 00:00:01,0.948,,,-1
341,17,223,view,2026-06-12 00:00:48,-0.1762,,,-1
342,18,21,view,2025-10-22 00:00:01,-0.8602,,,-1
343,18,273,view,2025-10-23 00:00:24,0.2094,,,-1
344,18,71,view,2025-10-25 00:00:09,0.3375,,,-1
345,18,233,view,2025-10-27 00:00:24,1.9131,,,-1
346,18,233,click,2025-10-27 00:11:55,1.9131,,,-1
347,18,212,view,2025-11-09 00:00:30,1.1783,,,-1
348,18,27,view,2025-11-17 00:00:27,0.4445,,,-1
349,18,27,click,2025-11-17 00:19:22,0.4445,,,-1
350,18,295,view,2025-12-03 00:00:56,0.9956,,,-1
351,18,295,click,2025-12-03 00:19:52,0.9956,,,-1
352,18,277,view,2025-12-19 00:00:57,1.149,,,-1
353,18,195,view,2026-02-04 00:00:06,0.8866,,,-1
354,18,213,view,2026-02-08 00:00:20,0.1193,,,-1
355,18,290,view,2026-02-22 00:00:42,0.1614,,,-1
356,18,108,view,2026-04-27 00:00:10,-0.568,,,-1
357,18,108,click,2026-04-27 00:05:25,-0.568,,,-1
358,18,296,view,2026-05-12 00:00:47,0.7875,,,-1
359,19,300,view,2026-01-25 00:00:31,-0.291,,,-1
360,19,129,view,2026-01-30 00:00:27,1.0339,,,-1
361,19,159,view,2026-02-15 00:00:10,-0.4523,,,-1
362,19,227,view,2026-03-16 00:00:33,0.5645,,,-1
363,19,189,view,2026-04-11 00:00:06,1.7581,,,-1
364,19,67,view,2026-04-19 00:00:29,1.3792,,,-1
365,19,262,view,2026-04-23 00:00:53,1.7654,,,-1
366,19,266,view,2026-04-24 00:00:53,-0.4576,,,-1
367,19,168,view,2026-05-06 00:00:47,-0.7478,,,-1
368,19,286,view,2026-06-26 00:00:03,1.1012,,,-1
369,19,285,view,2026-06-27 00:00:06,0.3167,,,-1
370,19,126,view,2026-07-01 00:00:12,1.6838,,,-1
371,20,239,view,2025-10-13 00:00:10,0.6032,,,-1
372,20,271,view,2025-10-20 00:00:12,-1.1192,,,-1
373,20,212,view,2025-11-01 00:00:26,0.1169,,,-1
374,20,212,click,2025-11-01 00:10:01,0.1169,,,-1
375,20,125,view,2025-11-11 00:00:20,0.8175,,,-1
376,20,150,view,2025-11-14 00:00:43,-0.174,,,-1
377,20,75,view,2025-11-17 00:00:04,-1.0572,,,-1
378,20,264,view,2025-11-29 00:00:03,1.025,,,-1
379,20,134,view,2025-11-30 00:00:51,1.4352,,,-1
380,20,258,view,2025-12-13 00:00:00,-0.1896,,,-1
381,20,211,view,2026-01-12 00:00:00,1.7756,,,-1
382,20,294,view,2026-02-01 00:00:09,0.8435,,,-1
383,20,12,view,2026-03-08 00:00:12,0.2317,,,-1
384,20,291,view,2026-03-14 00:00:33,-1.3623,,,-1
385,20,19,view,2026-03-14 00:00:42,0.0274,,,-1
386,20,286,view,2026-03-17 00:00:53,0.9832,,,-1
387,20,280,view,2026-03-20 00:00:55,-0.2084,,,-1
388,20,138,view,2026-04-05 00:00:25,-0.0183,,,-1
389,20,109,view,2026-04-10 00:00:17,-0.7108,,,-1
390,20,44,view,2026-05-06 00:00:54,1.6759,,,-1
391,20,199,view,2026-05-08 00:00:31,1.7796,,,-1
392,20,251,view,2026-05-16 00:00:08,-1.398,,,-1
393,20,266,view,2026-05-21 00:00:28,1.9947,,,-1
394,20,60,view,2026-06-18 00:00:32,-1.2957,,,-1
395,20,163,view,2026-07-02 00:00:54,1.682,,,-1
396,21,86,view,2025-02-05 00:00:03,1.2016,,,-1
397,21,2,view,2025-02-15 00:00:31,0.474,,,-1
398,21,139,view,2025-03-31 00:00:27,-0.9869,,,-1
399,21,295,view,2025-05-06 00:00:50,0.209,,,-1
400,21,78,view,2025-06-23 00:00:09,-0.9219,,,-1
401,21,43,view,2025-08-09 00:00:39,-0.0231,,,-1
402,21,140,view,2025-09-01 00:00:59,0.3944,,,-1
403,21,237,view,2025-09-05 00:00:48,0.2423,,,-1
404,21,100,view,2025-09-09 00:00:16,0.791,,,-1
405,21,100,click,2025-09-09 00:10:21,0.791,,,-1
406,21,100,cart,2025-09-09 00:21:38,0.791,,,-1
407,21,201,view,2025-10-30 00:00:44,0.0516,,,-1
408,21,215,view,2025-12-25 00:00:22,0.2396,,,-1
409,21,58,view,2026-01-17 00:00:13,0.1175,,,-1
410,21,178,view,2026-02-04 00:00:04,0.4226,,,-1
411,21,95,view,2026-02-26 00:00:21,-1.1035,,,-1
412,21,102,view,2026-03-20 00:00:33,-0.0714,,,-1
413,21,294,view,2026-06-05 00:00:42,0.141,,,-1
414,21,230,view,2026-07-05 00:00:15,1.3276,,,-1
415,22,289,view,2026-05-05 00:00:02,0.3128,,,-1
416,22,55,view,2026-05-09 00:00:05,-0.089,,,-1
417,22,61,view,2026-05-13 00:00:30,-0.7721,,,-1
418,22,295,view,2026-05-19 00:00:08,0.9012,,,-1
419,22,293,view,2026-05-19 00:00:20,0.2019,,,-1
420,22,179,view,2026-05-21 00:00:08,-0.1637,,,-1
421,22,287,view,2026-05-22 00:00:14,-0.4738,,,-1
422,22,218,view,2026-05-23 00:00:14,-0.5409,,,-1
423,22,143,view,2026-05-25 00:00:52,-0.5239,,,-1
424,22,219,view,2026-06-01 00:00:06,1.6721,,,-1
425,22,280,view,2026-06-03 00:00:55,0.987,,,-1
426,22,146,view,2026-06-05 00:00:43,1.6,,,-1
427,22,185,view,2026-06-07 00:00:49,-0.1061,,,-1
428,22,149,view,2026-06-14 00:00:21,-0.013,,,-1
429,22,299,view,2026-06-18 00:00:47,-0.014,,,-1
430,22,288,view,2026-06-24 00:00:27,1.8418,,,-1
431,22,105,view,2026-07-04 00:00:12,1.4603,,,-1
432,22,282,view,2026-07-06 00:00:07,1.255,,,-1
433,22,102,view,2026-07-06 00:00:28,0.4132,,,-1
434,22,282,click,2026-07-06 00:03:52,1.255,,,-1
435,23,201,view,2026-04-29 00:00:24,1.4129,,,-1
436,23,16,view,2026-04-30 00:00:03,-0.205,,,-1
437,23,16,click,2026-04-30 00:19:11,-0.205,,,-1
438,23,132,view,2026-05-04 00:00:54,1.471,,,-1
439,23,132,click,2026-05-04 00:23:42,1.471,,,-1
440,23,124,view,2026-05-06 00:00:40,4.4038,,,-1
441,23,124,click,2026-05-06 00:27:37,4.4038,,,-1
442,23,124,cart,2026-05-06 01:54:20,4.4038,,,-1
